"","ID","REGION","SUBREGION","COUNTRY","LOCATION","LAT","LON","MONTH","YEAR","DEPTH","SEVERITY_CODE","BLEACHING_SEVERITY","CORAL_FAMILY","CORAL_SPECIES","PERCENTAGE_AFFECTED","BLEACHING_DURATION","MORTALITY_CODE","MORTALITY","RECOVERY_CODE","RECOVERY","SURVEY_TYPE","SURVEY_AREA","WATER_TEMPERATURE","OTHER_FACTORS","REMARKS","SOURCE","REFERENCE_CODE","COUNTRY_CODE"
"4059",3301,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Llwellyn Reef",-23.6951,152.1839,3,2002,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4060",2010,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Locksmith Is",-20.65655,149.15312,4,1998,"",1,"Low","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4061",3075,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Locksmith Reef",-20.655,149.1542,3,2002,"",3,"HIGH","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4062",2941,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Lodestone Reef",-18.6958,147.1013,3,2002,"",1,"Low","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4063",2435,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Lodestone Reef",-18.6973,147.1002,NA,1987,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","GBRMPA  Historical Bleaching Database",0,"AUS_GBR"
"4064",1526,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Lodestone Rf",-18.69727,147.1002,4,1998,"",1,"Low","","","","",NA,"",NA,"","","","","","2-5%","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4065",957,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Lodestone Rf",-18.69727,147.1002,4,1998,"",1,"Low","","","","",NA,"",NA,"","","","","","2-5%","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4066",2823,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Long Reef",-15.0505,145.5672,3,2002,"",1,"Low","","","","",NA,"",NA,"","","","","","fluoros","GBRMPA Data 2002",NA,"AUS_GBR"
"4067",865,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Long Rf",-15.05196,145.56614,4,1998,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4068",1434,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Long Rf",-15.05196,145.56614,4,1998,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4069",3071,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Long Rock Reef",-20.5318,149.0884,3,2002,"",3,"HIGH","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4070",2951,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Lorne Reef",-19.0346,146.5867,3,2002,"",1,"Low","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4071",1791,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Lorne Rf",-19.03,146.57,4,1998,"",3,"HIGH","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4072",833,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Lorne Rf",-19.03,146.57,4,1998,"",3,"HIGH","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4073",893,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Low Isles",-16.3876,145.56442,4,1998,"",3,"HIGH","","","","",NA,"",NA,"","","","","","Very bad near anchorage where coral cover is good","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4074",1462,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Low Isles",-16.3876,145.56442,4,1998,"",3,"HIGH","","","","",NA,"",NA,"","","","","","Very bad near anchorage where coral cover is good","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4075",2184,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Low Isles Reef",-16.3876,145.5644,NA,1992,"",-1,"Severity Unknown","","","","",NA,"",NA,"","","","","","","GBRMPA  Historical Bleaching Database",0,"AUS_GBR"
"4076",1426,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Low Wooded Is",-15.09862,145.38318,4,1998,"",3,"HIGH","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4077",857,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Low Wooded Is",-15.09862,145.38318,4,1998,"",3,"HIGH","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4078",2747,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Lowrie Reef",-13.2756,143.596,3,2002,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4079",1074,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Lupton Is",-20.27509,149.11172,4,1998,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","No bleaching","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4080",1643,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Lupton Is",-20.27509,149.11172,4,1998,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","No bleaching","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4081",1535,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Lynch's Rf",-18.77465,147.71033,4,1998,"",1,"Low","","","","",NA,"",NA,"","","","","","2-5%","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4082",966,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Lynch's Rf",-18.77465,147.71033,4,1998,"",1,"Low","","","","",NA,"",NA,"","","","","","2-5%","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4083",1941,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Lytton Rf",-13.74236,143.90589,4,1998,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4084",1976,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Macarthur Is",-11.73322,142.98531,4,1998,"",1,"Low","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4085",1408,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","MacGillivray Rf",-14.65211,145.48962,4,1998,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4086",826,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","MacGillivray Rf",-14.65211,145.48962,4,1998,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4087",2862,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Mackay Reef",-16.045,145.6507,3,2002,"",2,"Medium","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4088",2825,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Mackay Reefs",-15.1405,145.5761,3,2002,"",2,"Medium","","","","",NA,"",NA,"","","","","","lots of fluoro and white plates","GBRMPA Data 2002",NA,"AUS_GBR"
"4089",2955,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Magnetic Island Reef (No 1)",-19.1624,146.8524,3,2002,"",1,"Low","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4090",2954,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Magnetic Island Reef (No 2)",-19.1548,146.865,3,2002,"",2,"Medium","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4091",2956,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Magnetic Island Reef (No 3)",-19.1225,146.8813,3,2002,"",1,"Low","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4092",2957,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Magnetic Island Reef (No 4)",-19.1172,146.8824,3,2002,"",1,"Low","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4093",2953,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Magnetic Island Reef (No 6)",-19.1142,146.8257,3,2002,"",2,"Medium","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4094",2447,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Magnetic Island Reef F",-19.1118,146.861,NA,1994,"",-1,"Severity Unknown","","","","",NA,"",NA,"","","","","","","GBRMPA  Historical Bleaching Database",0,"AUS_GBR"
"4095",2441,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Magnetic Island Reef F",-19.1118,146.861,NA,1980,"",-1,"Severity Unknown","","","","",NA,"",NA,"","","","","","","GBRMPA  Historical Bleaching Database",0,"AUS_GBR"
"4096",2445,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Magnetic Island Reef F",-19.1118,146.861,NA,1992,"",-1,"Severity Unknown","","","","",NA,"",NA,"","","","","","","GBRMPA  Historical Bleaching Database",0,"AUS_GBR"
"4097",2443,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Magnetic Island Reef F",-19.1118,146.861,NA,1982,"",-1,"Severity Unknown","","","","",NA,"",NA,"","","","","","","GBRMPA  Historical Bleaching Database",0,"AUS_GBR"
"4098",2698,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Magra Reef",-11.8654,143.2854,3,2002,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","only massives","GBRMPA Data 2002",NA,"AUS_GBR"
"4099",1435,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Makay Rf",-15.14204,145.57507,4,1998,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4100",866,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Makay Rf",-15.14204,145.57507,4,1998,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4101",3268,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Man And Wife Rocks Reef",-23.1175,150.9916,3,2002,"",3,"HIGH","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4102",1033,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Mansell Is",-20.47167,149.13333,4,1998,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","No bleaching","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4103",1602,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Mansell Is",-20.47167,149.13333,4,1998,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","No bleaching","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4104",1949,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Mantis Rf",-12.27202,143.92324,4,1998,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4105",2882,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Maori Reef",-17.104,146.3419,3,2002,"",2,"Medium","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4106",1864,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Marble Is",-21.98168,150.19077,4,1998,"",3,"HIGH","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4107",1406,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Marble Is",-21.98168,150.19077,4,1998,"",3,"HIGH","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4108",1574,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Martin Rf",-19.48444,148.82421,4,1998,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4109",1005,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Martin Rf",-19.48444,148.82421,4,1998,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4110",867,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Marx Rf",-15.19974,145.61517,4,1998,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4111",1436,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Marx Rf",-15.19974,145.61517,4,1998,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4112",2015,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Maryport Islet",-20.75833,149.275,4,1998,"",3,"HIGH","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4113",2707,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Mason Reef",-12.1009,143.4761,3,2002,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4114",1718,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Masthead Is",-23.53667,151.73662,4,1998,"",3,"HIGH","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4115",1228,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Masthead Is",-23.53667,151.73662,4,1998,"",3,"HIGH","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4116",2185,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Masthead Island Reef",-23.5367,151.7366,NA,1987,"",-1,"Severity Unknown","","","","",NA,"",NA,"","","","","","","GBRMPA  Historical Bleaching Database",0,"AUS_GBR"
"4117",2724,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","May Reef",-12.7782,143.4662,3,2002,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4118",2887,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","McCulloch Reef (No 2)",-17.2747,146.4655,3,2002,"",2,"Medium","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4119",2152,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","McGillivray Reef",-11.4515,143.7594,NA,1992,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","GBRMPA  Historical Bleaching Database",0,"AUS_GBR"
"4120",1681,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","McIntire Rf",-20.71865,150.46874,4,1998,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4121",1112,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","McIntire Rf",-20.71865,150.46874,4,1998,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4122",2478,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","McIntyre Reef",-20.7187,150.4687,NA,1994,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","GBRMPA  Historical Bleaching Database",0,"AUS_GBR"
"4123",3092,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","McIntyre Reef",-20.7171,150.4698,3,2002,"",1,"Low","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4124",2780,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Megaera Reef",-14.4777,144.9605,3,2002,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4125",1887,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Miall Is",-23.1512,150.90439,4,1998,"",3,"HIGH","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4126",2481,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Miall Island Reef",-23.1512,150.9044,NA,1992,"",-1,"Severity Unknown","","","","",NA,"",NA,"","","","","","","GBRMPA  Historical Bleaching Database",0,"AUS_GBR"
"4127",3269,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Miall Reef",-23.1496,150.9054,3,2002,"",3,"HIGH","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4128",2392,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Michaelmas Reef",-16.5841,146.0171,NA,1980,"",-1,"Severity Unknown","","","","",NA,"",NA,"","","","","","","GBRMPA  Historical Bleaching Database",0,"AUS_GBR"
"4129",2393,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Michaelmas Reef",-16.5841,146.0171,NA,1994,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","GBRMPA  Historical Bleaching Database",0,"AUS_GBR"
"4130",1626,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Mid Molle Is",-20.25,148.825,4,1998,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","No bleaching","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4131",1057,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Mid Molle Is",-20.25,148.825,4,1998,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","No bleaching","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4132",3031,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Mid Molle Reef",-20.2484,148.8318,3,2002,"",3,"HIGH","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4133",986,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Mid Rf",-19.07295,148.07778,4,1998,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4134",1555,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Mid Rf",-19.07295,148.07778,4,1998,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4135",2381,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Middle Cay Reef A",-16.6467,145.9766,NA,1994,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","GBRMPA  Historical Bleaching Database",0,"AUS_GBR"
"4136",2380,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Middle Cay Reef B",-16.654,145.9924,NA,1994,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","GBRMPA  Historical Bleaching Database",0,"AUS_GBR"
"4137",1583,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Middle Is",-19.98333,148.35833,4,1998,"",3,"HIGH","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4138",1400,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Middle Is",-21.68697,150.28663,4,1998,"",2,"Medium","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4139",1888,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Middle Is",-23.16933,150.91472,4,1998,"",3,"HIGH","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4140",1858,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Middle Is",-21.68697,150.28663,4,1998,"",2,"Medium","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4141",1014,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Middle Is",-19.98333,148.35833,4,1998,"",3,"HIGH","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4142",2482,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Middle Island Reef",-23.1693,150.9147,NA,1987,"",-1,"Severity Unknown","","","","",NA,"",NA,"","","","","","","GBRMPA  Historical Bleaching Database",0,"AUS_GBR"
"4143",2483,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Middle Island Reef",-23.1693,150.9147,NA,1992,"",-1,"Severity Unknown","","","","",NA,"",NA,"","","","","","","GBRMPA  Historical Bleaching Database",0,"AUS_GBR"
"4144",3270,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Middle Island Reef",-23.1678,150.9158,3,2002,"",3,"HIGH","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4145",2985,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Middle Island Reef",-19.9813,148.3615,3,2002,"",3,"HIGH","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4146",2959,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Middle Reef",-19.1981,146.8156,3,2002,"",2,"Medium","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4147",2722,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Middle Reef",-12.5187,143.3901,3,2002,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4148",2449,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Middle Reef",-19.1996,146.8145,NA,1994,"",-1,"Severity Unknown","","","","",NA,"",NA,"","","","","","","GBRMPA  Historical Bleaching Database",0,"AUS_GBR"
"4149",1798,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Middle Reef",-19.1996,146.81452,4,1998,"",3,"HIGH","","","","",NA,"",NA,"","","","","","Extensive on slope and crest","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4150",1295,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Middle Reef",-19.1996,146.81452,4,1998,"",3,"HIGH","","","","",NA,"",NA,"","","","","","Extensive on slope and crest","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4151",628,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Middle Reef",-19.2,148.8167,4,1998,"",3,"HIGH","","","","Jan-Apr",NA,"",NA,"","ground survey by 25 min scuba swim at 3 sites","","","","40-60%","Berkelmans, R. and Oliver, J.K. 1999. Large-scale bleaching of corals on the Great Barrier Reef. Coral Reefs. 18:55-60",0,"AUS_GBR"
"4152",1911,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Middle Rocks",-24.00167,151.775,4,1998,"",3,"HIGH","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4153",2399,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Milln Reef",-16.7911,146.2716,NA,1994,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","GBRMPA  Historical Bleaching Database",0,"AUS_GBR"
"4154",2874,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Milln Reef",-16.7896,146.2726,3,2002,"",1,"Low","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4155",2685,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Milman-Aplin Reef",-11.1806,143.0302,3,2002,"",1,"Low","","","","",NA,"",NA,"","","","","","some pale/white boulders","GBRMPA Data 2002",NA,"AUS_GBR"
"4156",1847,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Minster Is",-21.44167,149.83333,4,1998,"",3,"HIGH","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4157",1389,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Minster Is",-21.44167,149.83333,4,1998,"",3,"HIGH","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4158",3102,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Molar Reef",-20.627,150.8025,3,2002,"",1,"Low","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4159",2692,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Monkman Reef",-11.4696,143.1568,3,2002,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4160",1989,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Moodey Rf",-12.09748,143.26393,4,1998,"",1,"Low","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4161",2708,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Moody Reef",-12.096,143.265,3,2002,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4162",2876,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Moore Reef",-16.873,146.2157,3,2002,"",2,"Medium","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4163",2401,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Moore Reef",-16.8745,146.2147,NA,1994,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","GBRMPA  Historical Bleaching Database",0,"AUS_GBR"
"4164",1474,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Moore Rf",-16.87446,146.21467,4,1998,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4165",905,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Moore Rf",-16.87446,146.21467,4,1998,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
"4166",2859,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Morning Reef",-15.9743,145.6702,3,2002,"",2,"Medium","","","","",NA,"",NA,"","","","","","","GBRMPA Data 2002",NA,"AUS_GBR"
"4167",936,"Australia","Australia and Papua New Guinea","Torres Strait & Great Barrier Reef","Moss Rf",-17.94583,146.79536,4,1998,"",2,"Medium","","","","",NA,"",NA,"","","","","","","Berkelmans & Oliver (1999)",NA,"AUS_GBR"
